,Country,Elect_tech,Grid_status,2008 Gen Est,2009 Gen Est,2010 Gen Est,2011 Gen Est,2012 Gen Est,2013 Gen Est,2014 Gen Est,2015 Gen Est,2016 Gen Est,2017 Gen Est,2018 Gen Est,2019 Gen Est
187,Chad,Fossil fuels,On-grid,120.0,120.0,120.0,120.0,120.0,120.0,120.0,325.64,325.64,325.64,325.64,325.64
188,Chad,Off-grid Solar photovoltaic,Off-grid,,,0.004,0.004,0.005,0.084,0.084,0.288,0.289,0.289,0.318,0.318
189,Chile,Biogas,On-grid,,,2.0,29.857,19.5,39.929,40.0,12.0,12.0,59.0,68.645,68.5
190,Chile,Fossil fuels,On-grid,32390.0,30976.0,36026.0,39693.0,44330.0,46841.0,40113.0,42515.0,44989.0,44540.0,44168.103,46309.416
191,Chile,Onshore wind energy,On-grid,38.0,79.0,332.0,338.0,409.0,554.0,1443.0,2115.0,2449.0,3625.559,3587.895,4895.225
192,Chile,Renewable hydropower,On-grid,24193.0,25296.0,21717.0,21009.0,20158.0,19737.0,23099.0,23881.0,23274.0,21325.731,23366.769,21440.324
193,Chile,Solid biofuels,On-grid,3083.0,4274.0,2247.0,4673.0,4854.0,5721.0,5287.0,5603.0,5945.0,6003.0,6059.373,4284.5
194,China,Biogas,On-grid,,,385.933,451.01,718.961,914.849,1609.798,1690.514,1863.13,2424.447,3203.58,3800.0
195,China,Concentrated solar power,On-grid,,,0.5,1.0,1.0,1.0,7.369,8.983,8.983,8.983,8.983,13.955
196,China,Fossil fuels,On-grid,2775365.0,2962080.0,3307180.0,3806199.999,3862810.0,4210010.001,4224212.618,4231493.354,4372369.999,4675170.0,5005755.305,5107550.0
197,China,Geothermal energy,On-grid,93.5,93.5,139.5,139.5,139.5,143.5,143.5,143.5,143.5,143.5,143.5,143.5
198,China,Marine energy,On-grid,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
199,China,Nuclear,On-grid,68390.0,70130.0,73880.0,86350.0,97390.0,111610.0,132540.0,170790.0,213290.0,248070.0,294360.0,348350.0
200,China,Off-grid Solar photovoltaic,Off-grid,150.855,174.618,210.663,237.363,290.763,397.563,450.963,477.663,491.013,503.028,515.043,527.058
201,China,Offshore wind energy,On-grid,2.039,2.122,165.678,324.789,487.027,753.674,728.549,793.502,2416.83,5177.412,9112.079,11512.11
202,China,On-grid Solar photovoltaic,On-grid,84.0,170.4,518.4,1760.4,4100.0,8400.0,23300.0,39500.0,67374.145,117754.59,177546.728,224000.0
203,China,Onshore wind energy,Off-grid,,,71.131,152.809,212.817,258.194,305.533,365.136,420.275,454.246,491.97,529.694
204,China,Onshore wind energy,On-grid,11397.961,24897.878,48834.322,71175.211,102312.973,137546.326,159171.451,184806.498,239550.594,299383.818,356848.155,394517.89
205,China,Other non-renewable energy,On-grid,,,6059.125,6298.596,5955.543,8075.859,9845.389,11958.238,15296.213,19438.295,23264.092,30646.045
206,China,Pumped storage,On-grid,5361.12,7200.72,10800.0,10900.0,9313.0,10680.0,13190.0,15755.0,30781.0,32753.0,32900.0,31900.0
207,China,Renewable hydropower,On-grid,579828.88,608439.28,711370.0,688050.0,862797.0,909610.0,1051150.0,1114515.0,1162589.0,1165117.0,1198890.0,1272540.0
208,China,Renewable municipal waste,On-grid,,,6059.125,6298.596,5955.543,8075.859,9845.389,11958.238,15296.213,19438.295,23264.092,30350.0
209,China,Solid biofuels,On-grid,14715.0,20700.0,12245.817,14451.799,17369.953,19933.432,23136.806,27089.656,32244.445,38128.963,40832.931,48100.0
210,Chinese Taipei,Fossil fuels,On-grid,185753.0,177352.0,193729.0,198162.0,196352.0,196660.0,204531.0,208160.0,216422.0,232112.0,231843.0,223407.0
211,Chinese Taipei,Nuclear,On-grid,40827.0,41571.0,41629.0,42116.0,40422.0,41639.0,42389.0,36471.0,31661.0,22446.0,27682.0,32323.0
212,Chinese Taipei,On-grid Solar photovoltaic,On-grid,4.0,9.0,22.0,62.0,160.0,321.0,529.0,850.0,1109.0,1667.0,2712.0,4014.0
213,Chinese Taipei,Onshore wind energy,On-grid,588.0,787.0,1026.0,1493.0,1413.0,1640.0,1500.0,1525.0,1457.0,1702.1,1687.9,1605.5
214,Chinese Taipei,Other non-renewable energy,On-grid,1544.5,1518.0,1564.0,1598.5,1589.0,1623.0,1662.5,1692.0,1698.5,1670.5,1783.5,1815.0
215,Chinese Taipei,Pumped storage,On-grid,3467.0,3305.0,3061.0,2902.0,2937.0,3187.0,3121.0,3035.0,3294.0,3334.0,3371.0,3208.0
216,Chinese Taipei,Renewable hydropower,On-grid,4305.0,3748.0,4194.0,4000.0,5670.0,5423.0,4318.0,4470.0,6562.0,5447.0,4482.0,5545.0
217,Chinese Taipei,Renewable municipal waste,On-grid,1544.5,1518.0,1564.0,1598.5,1589.0,1623.0,1662.5,1692.0,1698.5,1670.5,1783.5,1815.0
218,Chinese Taipei,Solid biofuels,On-grid,272.0,229.0,270.0,236.0,241.0,226.0,250.0,210.418,160.546,150.492,161.792,153.499
219,Colombia,Fossil fuels,Off-grid,190.54,190.092,190.092,190.092,200.166,210.24,251.412,334.632,376.68,381.395,397.577,441.529
220,Colombia,Fossil fuels,On-grid,13486.772,20409.902,21822.887,15472.385,17822.217,23058.091,25156.146,27634.284,24895.188,15522.593,19121.921,23226.788
221,Colombia,Off-grid Solar photovoltaic,Off-grid,7.328,7.438,7.638,7.718,8.076,8.283,8.545,8.877,8.875,8.945,3.4,7.371
222,Colombia,Onshore wind energy,On-grid,54.0,58.0,39.0,41.0,55.0,58.0,70.0,68.0,51.0,3.0,43.437,63.324
223,Colombia,Renewable hydropower,On-grid,46161.0,40837.0,40557.0,48427.0,47582.0,44363.0,44742.0,44682.0,46788.0,57342.0,56647.014,54436.996
224,Colombia,Solid biofuels,Off-grid,0.078,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.261,0.261,0.209
225,Colombia,Solid biofuels,On-grid,615.598,846.386,993.629,1317.449,1382.88,1091.493,1297.323,1380.721,1417.633,1555.96,1710.723,1800.004
226,Comoros,Fossil fuels,On-grid,43.0,46.4,63.6,57.4,58.4,56.1,52.5,37.9,50.12,50.12,50.12,50.12
227,Congo,Fossil fuels,On-grid,86.4,186.0,343.3,501.7,713.0,833.0,1139.5,1439.3,1645.7,1648.7,1573.4,1573.4
228,Congo,Off-grid Solar photovoltaic,Off-grid,,,,0.128,0.128,0.256,0.256,0.576,0.576,0.714,0.902,0.902
229,Congo,Renewable hydropower,On-grid,375.3,329.6,429.8,790.8,987.2,953.9,1038.1,1098.2,1131.9,1202.9,1046.0,1046.0
230,Cook Islands,Fossil fuels,On-grid,33.547,32.657,33.732,33.589,32.899,32.016,31.194,29.33,29.588,30.767,30.929,28.819
231,Cook Islands,Off-grid Solar photovoltaic,Off-grid,0.061,0.061,0.061,0.061,0.061,0.074,0.074,0.074,1.205,1.15,5.904,5.445
232,Costa Rica,Biogas,Off-grid,,0.008,0.608,0.608,0.797,8.997,8.997,9.608,9.608,9.608,9.608,9.608
233,Costa Rica,Biogas,On-grid,1.1,0.6,0.1,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131
234,Costa Rica,Fossil fuels,On-grid,676.8,451.2,641.2,863.3,830.3,1196.0,1043.0,108.12,193.026,37.415,158.551,95.636
235,Costa Rica,Geothermal energy,On-grid,1130.9,1185.8,1176.1,1279.5,1402.6,1516.7,1538.1,1375.629,1339.515,1117.832,968.571,1512.58
236,Costa Rica,On-grid Solar photovoltaic,On-grid,5.963,6.892,8.075,9.363,11.576,16.174,21.163,28.21,33.043,35.105,42.3,55.564
237,Costa Rica,Onshore wind energy,On-grid,198.2,326.2,358.7,414.5,528.4,484.6,734.8,1079.508,1147.291,1287.679,1798.875,1796.344
238,Costa Rica,Renewable hydropower,On-grid,7383.5,7224.5,7261.7,7134.6,7233.2,6850.999,6717.2,8066.585,8025.945,8676.96,8342.897,7826.661
239,Costa Rica,Solid biofuels,On-grid,22.4,47.6,65.3,67.6,81.6,86.3,83.6,82.278,74.51,87.516,76.668,72.051
240,Croatia,Biogas,On-grid,19.0,22.0,30.0,36.0,57.0,77.0,115.0,177.0,237.0,309.7,354.9,401.2
241,Croatia,Fossil fuels,On-grid,6939.0,5882.0,5498.0,5955.0,5331.0,4672.0,3499.0,3728.0,4251.0,4667.5,3766.4,4307.0
242,Croatia,On-grid Solar photovoltaic,On-grid,,0.091,0.12,0.137,2.404,11.283,35.174,57.264,65.541,78.7,74.9,83.1
243,Croatia,Onshore wind energy,On-grid,39.9,54.2,139.1,201.0,328.746,517.287,729.97,796.295,1014.248,1204.0,1335.4,1467.3
244,Croatia,Pumped storage,On-grid,110.5,84.6,106.1,129.9,161.8,105.3,117.9,165.0,205.5,200.3,84.0,106.5
245,Croatia,Renewable hydropower,On-grid,5780.0,7408.801,9126.203,5031.887,4837.1,8621.7,9006.22,6390.636,6852.099,5307.4,7700.9,5826.1
246,Croatia,Solid biofuels,On-grid,2.0,3.0,3.0,19.0,37.0,48.0,50.0,89.0,194.0,215.9,313.2,477.2
247,Cuba,Fossil fuels,Off-grid,9.855,9.986,12.22,15.899,15.505,28.514,38.106,41.785,42.442,98.813,125.907,139.415
248,Cuba,Fossil fuels,On-grid,16633.9,16704.9,16475.6,16825.5,17463.3,18094.874,18376.424,19291.6,19385.0,19430.9,19760.7,19486.3
249,Cuba,On-grid Solar photovoltaic,On-grid,,,,13.956,15.119,112.811,94.203,125.604,143.049,74.432,159.912,152.934
250,Cuba,Onshore wind energy,On-grid,8.194,3.48,11.566,18.134,21.46,22.522,19.154,20.934,20.934,23.26,18.608,100.018
251,Cuba,Other non-renewable energy,On-grid,347.224,333.0,356.7,361.1,281.0,197.1,201.0,195.3,263.0,340.7,319.0,322.9
252,Cuba,Renewable hydropower,On-grid,138.309,150.8,96.6,99.2,110.9,127.3,104.1,48.3,64.2,82.573,145.5,124.5
253,Cuba,Solid biofuels,On-grid,553.7,534.8,446.2,453.8,551.0,696.6,636.5,702.7,686.3,622.2,444.0,519.0
254,Curaçao,Fossil fuels,On-grid,773.7,811.7,805.838,839.167,847.468,774.722,729.803,718.545,743.613,699.346,612.395,612.395
255,Curaçao,Onshore wind energy,On-grid,63.072,63.072,63.072,63.072,62.7,116.6,133.2,144.2,121.919,169.1,233.761,208.0
256,Cyprus,Biogas,On-grid,12.0,27.0,35.0,52.0,50.0,49.0,51.0,51.0,52.0,51.75,56.896,57.92
257,Cyprus,Fossil fuels,On-grid,5064.0,5184.0,5249.0,4751.0,4460.0,3963.0,4033.0,4135.0,4463.0,4569.154,4583.138,4626.739
258,Cyprus,On-grid Solar photovoltaic,On-grid,2.555,3.835,6.393,11.937,21.545,47.105,83.59,126.659,145.937,172.013,199.493,218.267
259,Cyprus,Onshore wind energy,On-grid,0.355,0.355,31.725,114.665,185.478,231.04,182.85,221.857,226.701,211.448,221.04,238.565
260,Czechia,Biogas,On-grid,267.0,441.0,635.0,930.0,1468.0,2294.0,2583.0,2611.0,2590.0,2639.265,2607.205,2528.078
261,Czechia,Fossil fuels,On-grid,53001.0,49760.0,51300.0,51094.0,48159.0,45815.0,45442.0,46195.0,48443.0,47724.083,47429.138,45357.681
262,Czechia,Nuclear,On-grid,26551.0,27208.0,27998.0,28283.0,30324.0,30745.0,30325.0,26841.0,24104.0,28339.6,29921.311,30246.209
263,Czechia,On-grid Solar photovoltaic,On-grid,12.937,88.807,615.702,2182.018,2148.624,2032.654,2122.869,2263.846,2131.455,2193.367,2358.881,2311.574
264,Czechia,Onshore wind energy,On-grid,244.661,288.067,335.493,397.003,415.817,480.519,476.544,572.612,496.957,591.038,609.33,700.014
265,Czechia,Other non-renewable energy,On-grid,12.0,10.0,112.0,151.0,139.0,139.0,157.0,158.0,176.0,195.276,205.666,208.78
266,Czechia,Pumped storage,On-grid,352.0,553.1,591.105,700.863,730.976,904.768,1051.526,1275.962,1201.548,1170.455,1050.588,1166.657
267,Czechia,Renewable hydropower,On-grid,2024.335,2429.607,2789.474,1963.153,2129.167,2734.739,1909.223,1794.807,2000.488,1869.464,1628.83,2008.029
268,Czechia,Renewable municipal waste,On-grid,11.0,11.0,35.0,90.0,86.0,84.0,88.0,87.0,99.0,114.318,100.189,104.849
269,Czechia,Solid biofuels,On-grid,1171.0,1396.0,1492.0,1686.0,1817.0,1683.0,1992.0,2092.0,2067.0,2213.397,2120.884,2398.734
270,Côte d'Ivoire,Fossil fuels,On-grid,3740.2,3635.8,4238.9,4220.0,5116.9,5924.33,6237.8,7165.18,8551.0,7900.9,7035.0,7132.0
271,Côte d'Ivoire,Off-grid Solar photovoltaic,Off-grid,0.2,0.5,1.5,1.9,2.1,2.2,2.6,3.9,5.1,6.8,6.8,11.1
272,Côte d'Ivoire,Renewable hydropower,On-grid,1898.0,2131.0,1618.0,1774.0,1789.0,1605.87,1914.0,1352.5,1529.1,2047.2,2962.0,3481.0
273,Democratic People's Republic of Korea,Fossil fuels,On-grid,11400.0,11000.0,10300.0,7900.0,8000.0,8200.0,8600.0,9000.0,11100.0,11600.0,12100.0,12800.0
274,Democratic People's Republic of Korea,Off-grid Solar photovoltaic,Off-grid,0.637,0.822,1.227,2.18,2.959,7.919,14.136,29.404,40.679,44.866,48.736,52.606
275,Democratic People's Republic of Korea,Onshore wind energy,Off-grid,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05
