,Country,Elect_tech,Grid_status,2008 Gen Est,2009 Gen Est,2010 Gen Est,2011 Gen Est,2012 Gen Est,2013 Gen Est,2014 Gen Est,2015 Gen Est,2016 Gen Est,2017 Gen Est,2018 Gen Est,2019 Gen Est
832,Portugal,Solid biofuels,On-grid,1501.0,1713.0,2226.0,2467.0,2496.0,2516.0,2530.0,2518.0,2481.0,2573.482,2557.605,2749.406
833,Puerto Rico,Fossil fuels,On-grid,23094.143,22868.999,23086.688,22110.9,22186.8,21197.5,20719.2,20521.6,20256.9,16001.9,17218.9,18429.3
834,Puerto Rico,On-grid Solar photovoltaic,On-grid,,0.754,0.754,0.8,17.7,39.9,48.4,94.0,117.9,159.0,80.8,242.0
835,Puerto Rico,Onshore wind energy,On-grid,,,0.918,0.918,15.2,172.6,218.2,239.1,193.2,148.8,107.8,159.0
836,Puerto Rico,Renewable hydropower,On-grid,119.501,119.501,91.0,145.7,86.4,83.2,81.2,55.9,71.2,50.9,38.2,41.0
837,Qatar,Biogas,On-grid,,,,39.946,39.946,39.946,39.946,39.946,39.946,39.946,39.946,39.946
838,Qatar,On-grid Solar photovoltaic,On-grid,,,,1.094,1.094,3.751,6.506,6.506,8.364,8.364,8.364,8.364
839,Qatar,Renewable municipal waste,On-grid,,,,74.898,74.898,74.898,74.898,74.898,74.898,74.898,74.898,74.898
840,Republic of Korea,Biogas,On-grid,454.0,469.0,532.0,611.0,566.0,609.0,659.0,588.0,519.0,568.0,578.0,591.0
841,Republic of Korea,Fossil fuels,On-grid,288444.0,298953.0,341395.0,356866.0,372452.0,389095.0,379353.0,371960.0,379015.0,393250.0,426854.0,401470.0
842,Republic of Korea,Marine energy,On-grid,,,1.039,52.307,465.924,484.0,492.0,496.0,496.0,489.0,485.0,474.0
843,Republic of Korea,Nuclear,On-grid,150958.0,147771.0,148596.0,154723.0,150327.0,138784.0,156407.0,164762.0,161995.0,148427.0,133505.0,145910.0
844,Republic of Korea,On-grid Solar photovoltaic,On-grid,285.0,566.0,772.0,917.0,1103.0,1605.0,2557.0,3975.0,5123.0,7057.0,9208.0,12996.0
845,Republic of Korea,Onshore wind energy,On-grid,436.0,685.0,817.0,863.0,905.612,1137.612,1122.085,1318.085,1590.757,2076.757,2372.757,2587.757
846,Republic of Korea,Other non-renewable energy,On-grid,158.0,265.0,541.0,985.0,1063.0,1229.0,1553.0,1683.0,1922.0,2396.0,2813.0,3250.0
847,Republic of Korea,Pumped storage,On-grid,2493.0,2828.0,2790.0,3233.0,3683.0,4105.0,5068.0,3650.0,3787.0,4186.0,3911.0,3458.0
848,Republic of Korea,Renewable hydropower,On-grid,3070.0,2813.0,3682.0,4598.0,3969.0,4289.0,2752.0,2146.0,2847.0,2820.0,3359.0,2791.0
849,Republic of Korea,Renewable municipal waste,On-grid,91.0,108.0,121.0,109.0,140.0,147.0,144.0,196.0,184.0,171.0,173.0,163.0
850,Republic of Korea,Solid biofuels,On-grid,40.0,46.0,262.0,381.0,398.0,500.0,266.0,666.0,3674.0,4119.0,5165.0,5415.0
851,Republic of Moldova,Fossil fuels,Off-grid,,,4.0,5.0,3.0,7.0,9.0,2.0,0.808,1.0,1.0,1.0
852,Republic of Moldova,Fossil fuels,On-grid,5633.0,5840.0,5629.0,5369.8,5530.308,2464.6,3238.219,3948.526,3977.977,2863.17,3165.3,3418.9
853,Republic of Moldova,Renewable hydropower,On-grid,389.0,358.0,407.0,356.2,271.692,313.4,320.3,268.566,230.23,285.1,275.7,301.1
854,Republic of North Macedonia,Fossil fuels,On-grid,5471.0,5558.0,4829.0,5325.0,5218.0,4501.0,4082.0,3617.0,3562.946,4304.128,3641.627,4525.962
855,Republic of North Macedonia,On-grid Solar photovoltaic,On-grid,,,0.026,1.173,2.836,9.051,14.384,22.599,23.699,23.752,22.789,23.225
856,Republic of North Macedonia,Renewable hydropower,On-grid,840.092,1270.349,2431.471,1433.12,1040.767,1583.966,1206.651,1865.192,1897.344,1110.278,1791.366,1163.673
857,Romania,Biogas,On-grid,1.0,,1.0,9.0,19.0,50.0,51.0,61.0,65.0,66.674,70.169,53.809
858,Romania,Fossil fuels,On-grid,36506.0,30436.0,28696.0,33937.0,32382.0,26769.0,26398.0,28080.0,26340.0,28146.361,26871.343,23282.365
859,Romania,Nuclear,On-grid,11226.0,11752.0,11623.0,11747.0,11466.0,11618.0,11676.0,11640.0,11286.0,11508.865,11377.435,11280.167
860,Romania,On-grid Solar photovoltaic,On-grid,0.008,0.025,0.036,1.427,7.998,420.162,1615.991,1982.0,1819.742,1855.674,1771.027,1777.615
861,Romania,Onshore wind energy,On-grid,4.978,9.069,306.348,1387.2,2639.875,4520.21,6200.91,7062.93,6590.0,7406.702,6322.219,6772.809
862,Romania,Pumped storage,On-grid,,272.619,360.098,217.859,270.934,350.855,474.483,374.476,507.98,358.788,433.1,425.079
863,Romania,Renewable hydropower,On-grid,17195.75,15533.897,19882.884,14727.799,12066.36,14956.359,18804.575,16632.077,18028.227,14494.457,17664.206,15580.622
864,Romania,Solid biofuels,On-grid,23.0,10.0,110.0,189.0,193.0,202.0,454.0,463.0,466.0,458.494,366.961,450.335
865,Russian Federation,Fossil fuels,Off-grid,48458.48,48152.056,49059.767,49059.767,52210.739,55451.326,71902.868,70463.25,69439.04,71659.174,72734.294,74900.628
866,Russian Federation,Fossil fuels,On-grid,700798.0,642280.0,688691.0,703792.0,718336.0,696070.0,697842.0,693399.0,697682.0,693980.847,633213.649,626408.77
867,Russian Federation,Geothermal energy,On-grid,465.0,464.0,505.0,522.0,477.0,444.0,455.0,456.544,445.923,434.952,426.343,432.676
868,Russian Federation,Marine energy,On-grid,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349
869,Russian Federation,Nuclear,On-grid,163085.0,163584.0,170415.0,172941.0,177534.0,172508.0,180757.0,195470.0,196614.0,203143.077,204569.141,208984.183
870,Russian Federation,On-grid Solar photovoltaic,On-grid,,,0.1,0.2,0.9,1.0,7.13,62.353,79.262,196.296,467.714,1116.49
871,Russian Federation,Onshore wind energy,On-grid,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,76.919,151.021
872,Russian Federation,Other non-renewable energy,On-grid,9291.0,9497.0,9982.0,9862.0,7018.0,7374.0,7724.0,7791.0,8949.0,9003.464,9291.105,11680.506
873,Russian Federation,Pumped storage,On-grid,1948.0,1935.0,1914.0,1764.0,1421.0,1503.0,1874.0,1921.0,2028.0,2118.0,1885.496,1793.063
874,Russian Federation,Renewable hydropower,Off-grid,1458.54,1469.052,1469.052,1469.052,798.912,1187.856,1279.836,1253.556,1182.6,1211.942,1213.873,1198.368
875,Russian Federation,Renewable hydropower,On-grid,164763.0,174183.0,166482.8,165844.007,165898.1,181151.2,175266.897,167993.239,184611.512,185013.217,191141.81,194717.38
876,Russian Federation,Solid biofuels,On-grid,24.0,33.0,36.0,35.0,45.0,37.0,32.0,32.178,32.0,84.179,72.517,109.0
877,Rwanda,Fossil fuels,On-grid,122.059,149.057,168.836,195.87,211.228,264.884,266.262,206.255,338.327,331.811,355.943,362.886
878,Rwanda,Off-grid Solar photovoltaic,Off-grid,0.009,0.009,0.009,0.093,0.324,1.034,1.839,7.657,15.399,22.453,27.965,27.965
879,Rwanda,On-grid Solar photovoltaic,On-grid,0.309,0.363,0.324,0.299,0.306,0.142,5.033,13.549,14.242,14.936,16.357,17.268
880,Rwanda,Renewable hydropower,Off-grid,0.034,0.102,0.17,0.252,0.388,0.053,0.653,0.603,2.283,2.283,2.283,2.283
881,Rwanda,Renewable hydropower,On-grid,156.549,160.723,189.798,221.674,269.4,240.468,290.579,324.112,325.269,302.979,330.681,394.763
882,Rwanda,Solid biofuels,On-grid,1.26,2.013,2.306,1.918,1.936,1.973,2.002,2.035,1.876,2.158,2.329,2.329
883,Réunion,Biogas,On-grid,5.076,6.8,7.6,6.4,9.6,14.9,13.1,17.0,17.1,13.3,12.7,15.1
884,Réunion,Fossil fuels,On-grid,1627.0,1766.8,1787.3,1917.2,1837.7,1750.8,1915.3,1847.5,1938.1,2018.8,1880.9,2096.5
885,Réunion,On-grid Solar photovoltaic,On-grid,4.824,20.5,76.1,141.8,190.4,224.2,235.9,244.8,259.5,256.5,253.3,259.7
886,Réunion,Onshore wind energy,On-grid,15.0,15.5,16.9,11.7,18.2,15.1,15.7,16.0,18.5,14.0,12.8,12.1
887,Réunion,Renewable hydropower,On-grid,632.0,531.0,541.5,401.7,488.0,557.0,425.8,496.3,464.5,422.3,601.4,417.5
888,Réunion,Solid biofuels,On-grid,263.0,277.5,269.0,269.9,267.1,251.4,251.2,269.6,244.1,261.0,196.3,239.8
889,Saint Barthélemy,Fossil fuels,On-grid,,,94.3,95.8,99.2,101.7,103.6,111.4,117.3,107.0,100.7,100.7
890,Saint Kitts and Nevis,Fossil fuels,On-grid,201.0,217.0,210.8,212.957,205.561,200.957,200.184,209.08,220.057,219.868,228.262,228.262
891,Saint Kitts and Nevis,On-grid Solar photovoltaic,On-grid,,,,0.032,0.032,0.568,2.274,2.274,3.063,3.063,3.063,3.063
892,Saint Kitts and Nevis,Onshore wind energy,On-grid,,,5.576,5.401,7.668,7.6,7.6,7.6,7.6,7.6,7.6,7.6
893,Saint Lucia,Fossil fuels,On-grid,352.3,362.99,380.88,385.208,384.783,382.976,379.431,381.268,391.431,399.002,396.066,404.759
894,Saint Lucia,On-grid Solar photovoltaic,On-grid,,0.016,0.031,0.031,0.078,0.093,0.155,1.181,1.298,1.298,3.162,3.162
895,Saint Pierre and Miquelon,Fossil fuels,On-grid,43.0,43.0,43.0,43.0,43.5,46.5,48.3,48.6,48.8,48.7,48.7,52.828
896,Saint Vincent and the Grenadines,Fossil fuels,On-grid,115.5,116.1,115.5,114.04,118.099,118.905,129.469,128.615,136.231,128.933,125.01,125.01
897,Saint Vincent and the Grenadines,On-grid Solar photovoltaic,On-grid,,,,0.002,0.009,0.067,0.343,0.866,0.81,0.816,1.15,2.906
898,Saint Vincent and the Grenadines,Renewable hydropower,On-grid,23.673,26.108,24.5,30.91,24.689,22.976,11.859,16.758,15.932,20.328,23.77,23.77
899,Samoa,Fossil fuels,Off-grid,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153
900,Samoa,Fossil fuels,On-grid,64.695,63.417,71.094,78.338,77.738,86.598,95.192,96.109,101.386,98.141,92.164,95.509
901,Samoa,Off-grid Solar photovoltaic,Off-grid,0.007,0.007,0.007,0.01,0.009,0.009,0.011,0.011,0.011,0.01,0.01,0.008
902,Samoa,Renewable hydropower,On-grid,45.003,44.172,39.874,30.923,34.576,31.183,30.443,32.7,30.464,34.62,45.995,49.176
903,Sao Tome and Principe,Fossil fuels,On-grid,43.04,41.659,52.416,61.225,70.471,77.285,83.653,95.527,95.527,95.527,95.527,95.527
904,Sao Tome and Principe,Renewable hydropower,On-grid,7.668,7.261,4.789,6.001,6.386,5.89,5.89,5.89,5.89,5.89,5.89,5.89
905,Saudi Arabia,Fossil fuels,On-grid,204200.0,217306.0,240067.0,250077.47,271679.58,284019.17,311805.8,338328.0,345446.0,355080.0,358853.0,358853.0
906,Saudi Arabia,On-grid Solar photovoltaic,On-grid,0.609,0.609,4.089,5.392,25.637,42.475,45.881,45.881,45.881,65.036,65.036,679.936
907,Senegal,Fossil fuels,On-grid,1427.0,1807.0,1687.0,1300.0,1363.0,1827.0,1992.0,2080.0,2028.0,1966.65,1935.88,1928.0
908,Senegal,Off-grid Solar photovoltaic,Off-grid,3.858,4.387,5.616,8.177,10.071,11.949,11.949,11.949,11.949,11.949,11.949,11.949
909,Senegal,Solid biofuels,On-grid,25.7,25.7,68.0,59.9,52.7,46.3,40.965,51.514,57.827,57.9,110.3,110.3
910,Serbia,Biogas,On-grid,,,,1.0,6.0,20.0,22.0,23.0,34.0,75.187,101.721,126.728
911,Serbia,Fossil fuels,On-grid,27267.0,27178.0,25532.0,29357.0,26879.0,29002.999,22412.0,27477.0,27746.0,27152.177,25762.697,26346.187
912,Serbia,On-grid Solar photovoltaic,On-grid,1.035,1.38,1.495,1.725,3.565,5.405,2.681,6.253,7.656,7.145,6.908,6.355
913,Serbia,Pumped storage,On-grid,545.0,602.738,679.9,575.937,627.553,650.179,613.632,702.82,728.093,598.732,753.517,741.064
914,Serbia,Renewable hydropower,On-grid,9564.0,10541.262,11891.1,8667.063,9286.447,10202.821,11003.368,10080.18,10791.907,9153.238,10639.646,9457.175
915,Seychelles,Fossil fuels,On-grid,267.741,275.708,301.018,323.835,336.519,355.607,362.684,369.295,400.12,414.23,416.896,416.896
916,Sierra Leone,Fossil fuels,On-grid,139.7,92.8,21.5,22.7,42.0,65.0,38.722,67.313,79.628,80.0,80.0,80.0
917,Sierra Leone,Off-grid Solar photovoltaic,Off-grid,0.065,0.099,0.137,0.236,0.347,0.564,0.58,0.616,0.71,5.618,6.228,6.228
918,Sierra Leone,Renewable hydropower,On-grid,9.0,50.0,149.0,153.0,118.0,105.0,178.227,188.668,218.935,219.0,219.0,219.0
919,Singapore,Fossil fuels,On-grid,41670.3,39484.5,42332.0,42907.8,43786.0,44436.4,45616.6,46496.9,47320.1,48235.2,49152.8,50320.3
920,Singapore,On-grid Solar photovoltaic,On-grid,0.298,1.6,3.199,4.905,8.317,12.582,26.976,48.728,103.0,124.0,171.0,291.0
921,Singapore,Other non-renewable energy,On-grid,1378.779,1157.85,1517.05,1545.8,1575.0,1692.3,1727.65,1715.95,1894.3,1748.15,1578.8,1559.9
922,Singapore,Renewable municipal waste,On-grid,1378.779,1157.85,1517.05,1545.8,1575.0,1692.3,1727.65,1715.95,1894.3,1748.15,1578.8,1559.9
923,Slovakia,Biogas,On-grid,15.0,22.0,34.0,113.0,190.0,213.0,479.0,541.0,576.0,594.0,539.0,534.0
924,Slovakia,Fossil fuels,On-grid,7437.0,6872.0,6886.0,7774.0,7265.0,6348.0,5277.0,5320.0,5262.0,5646.0,5900.0,6232.0
925,Slovakia,Nuclear,On-grid,16703.0,14081.0,14574.0,15411.0,15495.0,15720.0,15499.0,15146.0,14774.0,15081.0,14843.0,15282.0
926,Slovakia,On-grid Solar photovoltaic,On-grid,,,16.942,397.0,424.0,588.0,597.0,506.0,533.0,506.0,585.0,589.0
927,Slovakia,Onshore wind energy,On-grid,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
928,Slovakia,Other non-renewable energy,On-grid,57.0,55.0,64.0,104.0,94.0,93.0,143.0,126.0,152.0,180.0,133.0,61.0
929,Slovakia,Pumped storage,On-grid,202.0,236.0,394.0,368.0,336.0,318.0,253.0,271.0,247.0,299.0,289.0,215.0
930,Slovakia,Renewable hydropower,On-grid,4039.332,4367.561,5255.0,3778.187,4103.0,4848.0,4209.0,3866.0,4359.0,4324.0,3590.0,4356.0
931,Slovakia,Renewable municipal waste,On-grid,22.0,22.0,22.0,24.0,27.0,21.0,22.0,22.0,26.0,22.0,16.0,29.0
932,Slovakia,Solid biofuels,On-grid,480.0,493.0,606.0,682.0,724.0,677.0,916.0,1099.0,1129.0,1080.0,1070.0,1130.0
933,Slovenia,Biogas,On-grid,56.0,68.0,98.0,128.0,153.0,141.0,129.0,132.0,142.0,130.11,118.847,94.359
934,Slovenia,Fossil fuels,On-grid,5815.0,5753.0,5844.0,5812.0,5685.0,5392.0,4175.0,4806.0,5441.0,5311.622,5118.757,5026.0
935,Slovenia,Nuclear,On-grid,6273.0,5739.0,5657.0,6215.0,5528.0,5300.0,6370.0,5648.0,5715.0,6285.272,5776.439,5821.257
936,Slovenia,On-grid Solar photovoltaic,On-grid,0.737,3.974,12.861,65.704,162.806,215.064,256.819,274.232,267.472,283.867,254.961,303.039
937,Slovenia,Other non-renewable energy,On-grid,3.0,4.0,5.0,8.0,6.0,7.0,7.0,8.0,8.0,8.909,10.3,9.543
938,Slovenia,Pumped storage,On-grid,,,184.718,144.056,187.698,293.974,274.465,283.071,278.856,272.575,188.673,203.143
939,Slovenia,Renewable hydropower,On-grid,4017.863,4714.589,4518.237,3561.916,3899.168,4629.458,6091.554,3807.104,4503.421,3868.344,4704.32,4479.396
940,Slovenia,Solid biofuels,On-grid,233.0,120.0,120.0,125.0,114.0,120.0,125.0,131.0,136.0,154.832,142.327,151.458
941,Solomon Islands,Fossil fuels,Off-grid,9.0,9.0,9.0,9.1,8.7,8.1,7.5,7.48,6.75,9.73,11.17,11.77
942,Solomon Islands,Fossil fuels,On-grid,69.0,70.3,74.52,74.67,75.3,73.0,77.3,77.91,82.16,82.38,84.21,85.84
943,Solomon Islands,Off-grid Solar photovoltaic,Off-grid,,0.004,0.004,1.076,1.076,1.076,1.446,1.446,1.487,1.99,1.99,1.99
944,Solomon Islands,Renewable hydropower,Off-grid,0.97,0.97,0.497,0.497,0.497,0.497,0.497,0.497,0.891,0.891,0.891,0.891
945,Solomon Islands,Solid biofuels,Off-grid,2.162,2.487,2.235,2.715,2.715,2.953,3.207,2.949,3.154,2.756,2.756,2.756
946,Somalia,Fossil fuels,Off-grid,324.0,327.0,327.0,334.0,340.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0
947,South Africa,Biogas,On-grid,9.0,9.0,9.0,9.1,9.1,9.1,9.1,19.3,30.0,38.6,45.3,45.3
948,South Africa,Concentrated solar power,On-grid,,,0.001,0.001,0.001,0.001,0.403,263.203,498.4,687.0,1029.0,1554.0
949,South Africa,Fossil fuels,On-grid,215078.25,215012.75,219309.25,219293.25,217263.0,214005.75,209686.25,205004.75,201647.5,201898.5,201615.0,197116.75
950,South Africa,Nuclear,On-grid,12582.25,12855.5,12275.75,13151.25,12341.0,13568.0,13872.0,12626.25,14328.75,14401.25,12233.25,12834.0
951,South Africa,On-grid Solar photovoltaic,On-grid,,,1.318,3.808,7.607,53.743,1074.558,2136.221,2842.141,4370.583,5174.429,5217.429
952,South Africa,Onshore wind energy,On-grid,1.75,1.25,1.75,2.0,1.25,1.75,1.25,233.5,336.5,334.5,328.75,294.25
953,South Africa,Pumped storage,On-grid,2823.75,2749.5,2900.25,2959.75,2995.0,2912.25,3050.5,2966.0,3200.25,4182.75,4562.25,4942.5
954,South Africa,Renewable hydropower,Off-grid,18.357,18.396,18.396,19.292,19.304,19.427,19.687,20.095,20.095,20.095,20.095,20.095
955,South Africa,Renewable hydropower,On-grid,999.25,1226.0,1788.5,1918.0,1283.75,1046.25,897.25,728.75,606.25,676.5,949.0,773.25
956,South Africa,Solid biofuels,On-grid,385.108,373.102,320.313,336.006,345.56,400.659,355.111,297.228,301.492,347.764,386.034,386.034
957,Spain,Biogas,On-grid,585.0,530.0,848.0,803.0,866.0,973.0,907.0,982.0,906.0,941.0,923.0,904.0
958,Spain,Concentrated solar power,On-grid,16.147,103.0,761.2,1959.0,3775.043,4769.747,5454.806,5593.237,5579.2,5883.0,4867.0,5683.0
959,Spain,Fossil fuels,On-grid,188773.0,163926.0,137736.0,145326.0,144620.0,112631.0,106689.0,122415.0,107194.0,126152.0,111218.0,110568.0
960,Spain,Marine energy,On-grid,,,,0.13,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.261
961,Spain,Nuclear,On-grid,58973.0,52761.0,61990.0,57718.0,61470.0,56726.0,57305.0,57196.0,58633.0,58039.0,55766.0,58349.0
962,Spain,Off-grid Solar photovoltaic,Off-grid,14.385,34.829,36.496,39.953,43.034,44.382,43.739,47.446,44.484,48.672,54.439,36.941
963,Spain,On-grid Solar photovoltaic,On-grid,2547.615,5926.171,6388.504,7400.047,8149.547,8281.715,8173.898,8218.771,8019.046,8465.328,7822.561,9383.059
964,Spain,Onshore wind energy,On-grid,32946.0,38117.0,44271.0,42918.0,49472.0,55634.0,52002.0,49314.0,48894.0,49116.0,50885.0,55636.0
965,Spain,Other non-renewable energy,On-grid,1089.0,1102.0,818.0,966.0,890.0,682.0,686.0,984.0,843.0,863.0,1114.0,1124.0
966,Spain,Pumped storage,On-grid,2780.0,2751.0,3207.0,2315.0,3617.0,4187.259,3801.352,3228.0,3469.68,2748.0,2469.0,2228.0
967,Spain,Renewable hydropower,On-grid,23364.0,26411.0,42304.0,30596.0,20545.0,36865.017,39168.487,28140.0,36395.357,18322.0,34334.0,24646.0
968,Spain,Renewable municipal waste,On-grid,782.0,761.0,659.0,795.0,715.0,682.0,686.0,768.0,735.0,772.0,755.0,770.0
969,Spain,Solid biofuels,On-grid,1888.0,2197.0,2508.0,3011.0,3396.0,4143.0,3821.0,4014.0,4048.0,4365.0,4221.0,3885.0
970,Sri Lanka,Fossil fuels,On-grid,5763.0,5975.0,4994.0,6786.0,8339.0,4729.0,5800.0,6718.0,9508.0,10148.0,8390.0,10373.0
971,Sri Lanka,Off-grid Solar photovoltaic,Off-grid,8.142,9.133,10.127,11.242,11.363,11.378,11.279,11.28,11.31,11.694,11.981,11.936
972,Sri Lanka,On-grid Solar photovoltaic,On-grid,0.029,0.029,0.029,2.745,2.745,4.692,18.6,21.113,37.489,97.686,216.971,345.457
973,Sri Lanka,Onshore wind energy,On-grid,3.242,3.501,53.161,91.62,146.804,234.576,272.448,343.197,345.1,367.2,326.3,348.0
974,Sri Lanka,Renewable hydropower,Off-grid,8.038,7.697,7.343,7.018,7.407,7.392,7.491,7.491,7.491,7.491,7.491,7.491
975,Sri Lanka,Renewable hydropower,On-grid,4135.0,3881.0,5634.0,4619.0,3292.0,6906.0,6242.0,5969.0,4220.0,4004.0,6381.0,4795.0
976,Sri Lanka,Solid biofuels,On-grid,5.971,22.971,23.971,31.654,22.201,23.308,24.4,37.887,38.511,54.314,56.029,56.543
977,State of Palestine,Fossil fuels,On-grid,426.6,500.6,473.3,569.3,461.112,534.097,336.587,505.367,494.574,500.852,360.427,691.279
978,Sudan,Fossil fuels,On-grid,4043.0,3263.0,1297.0,1988.0,2891.0,2290.0,2463.0,4627.0,6378.0,5900.001,6301.27,6505.045
979,Sudan,Off-grid Solar photovoltaic,Off-grid,0.669,0.867,1.463,3.768,5.82,13.347,13.347,13.347,18.496,20.455,20.455,21.087
980,Sudan,Renewable hydropower,On-grid,1463.0,3228.0,6202.0,6467.0,6619.0,8317.0,8913.0,8420.0,8051.0,9346.87,9657.0,10210.0
981,Sudan,Solid biofuels,On-grid,149.068,150.534,134.56,121.104,123.453,135.958,116.15,118.0,120.0,129.64,121.68,108.98
982,Suriname,Fossil fuels,On-grid,286.9,377.444,711.745,511.739,905.91,710.676,1037.557,1185.298,1025.824,870.006,780.476,905.35
983,Suriname,Off-grid Solar photovoltaic,Off-grid,,,0.217,0.394,0.928,1.324,1.678,1.678,2.004,3.013,4.112,4.529
984,Suriname,Renewable hydropower,On-grid,1000.0,1175.885,1064.999,1368.371,1111.967,837.369,558.999,472.077,782.883,925.657,999.656,952.437
985,Sweden,Biogas,On-grid,30.0,34.0,36.0,33.0,20.0,20.0,14.0,11.0,11.0,11.0,10.0,17.0
986,Sweden,Fossil fuels,On-grid,3711.0,3878.0,7326.0,4398.0,2932.0,2693.0,1811.0,1938.0,2072.0,1790.0,2089.0,1684.0
987,Sweden,Liquid biofuels,On-grid,106.0,275.0,180.0,2.0,5.0,119.0,49.0,28.0,46.0,37.0,52.0,32.0
988,Sweden,Marine energy,On-grid,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
989,Sweden,Nuclear,On-grid,63889.0,52173.0,57828.0,60475.0,64037.0,66457.0,64877.0,56348.0,63101.0,65696.0,68549.0,66130.0
990,Sweden,Offshore wind energy,On-grid,368.448,380.29,419.944,485.46,459.178,468.424,668.555,714.292,608.156,670.0,670.0,670.001
991,Sweden,On-grid Solar photovoltaic,On-grid,4.0,7.0,8.6,11.0,19.0,35.0,47.0,97.0,143.0,217.746,390.834,663.784
992,Sweden,Onshore wind energy,On-grid,1629.552,2110.71,3067.056,5621.54,6704.822,9373.576,10566.445,15607.708,14870.844,16939.0,15953.0,19176.999
993,Sweden,Other non-renewable energy,On-grid,888.0,749.0,1205.0,1322.0,1157.0,1193.0,1125.0,1203.0,1591.0,1681.0,1569.0,1670.0
994,Sweden,Pumped storage,On-grid,142.179,124.612,103.0,122.0,126.0,134.707,108.459,127.265,118.717,25.0,40.0,22.0
995,Sweden,Renewable hydropower,On-grid,69069.322,65852.072,66397.788,66434.0,78932.0,61361.156,63762.967,75312.482,62017.843,65143.0,62210.0,65371.0
996,Sweden,Renewable municipal waste,On-grid,1269.0,1048.0,1716.0,1860.0,1662.0,1702.0,1626.0,1749.0,1681.0,1778.0,1656.0,1767.0
997,Sweden,Solid biofuels,On-grid,8932.0,10103.0,10260.0,9641.0,10507.0,9609.0,9007.0,8977.0,9749.0,10250.0,10195.0,11220.0
998,Switzerland,Biogas,On-grid,176.0,191.0,209.0,229.0,260.0,279.0,290.0,303.0,321.0,333.0,351.0,373.0
999,Switzerland,Fossil fuels,On-grid,856.0,815.0,1095.0,1014.0,962.0,797.0,537.0,664.0,893.0,759.0,644.0,636.0
1000,Switzerland,Nuclear,On-grid,27700.0,27686.0,26339.0,26710.0,25441.0,25990.0,27557.0,23089.0,21146.0,20376.0,25513.0,26418.0
1001,Switzerland,On-grid Solar photovoltaic,On-grid,37.0,54.0,94.0,168.0,300.0,500.0,842.0,1119.0,1333.0,1683.0,1945.0,2178.0
1002,Switzerland,Onshore wind energy,On-grid,19.0,23.0,37.0,70.0,88.0,90.0,101.0,110.0,109.0,133.0,122.0,146.0
1003,Switzerland,Other non-renewable energy,On-grid,1156.0,1140.0,1146.0,1140.0,1203.0,1241.0,1315.0,1195.0,1249.0,1251.0,1255.0,1259.0
1004,Switzerland,Pumped storage,On-grid,1898.0,1784.0,1763.0,1744.0,1704.0,1507.0,1665.0,1623.0,2066.0,2941.0,2818.0,2922.0
1005,Switzerland,Renewable hydropower,On-grid,36037.0,35724.0,36062.0,32389.0,38601.0,38461.0,38036.0,38258.0,34623.0,34092.0,34985.0,38040.0
1006,Switzerland,Renewable municipal waste,On-grid,912.0,877.0,919.0,954.0,1006.0,1042.0,1102.0,1106.0,1175.0,1174.0,1164.0,1173.0
1007,Switzerland,Solid biofuels,On-grid,145.0,165.0,151.0,207.0,272.0,304.0,298.0,214.0,248.0,347.0,311.0,328.0
1008,Syrian Arab Republic,Biogas,On-grid,33.479,33.479,33.479,33.479,33.479,33.479,33.479,33.479,33.479,33.479,33.479,33.479
1009,Syrian Arab Republic,Fossil fuels,On-grid,38154.0,41442.0,43821.0,38742.0,27951.0,22933.0,21482.0,18952.0,17600.0,20333.0,25760.0,26001.5
1010,Syrian Arab Republic,Onshore wind energy,Off-grid,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051
1011,Syrian Arab Republic,Renewable hydropower,On-grid,2869.0,1866.0,2592.0,3283.0,3237.0,3000.0,2340.0,413.0,929.0,754.0,754.0,754.0
1012,Tajikistan,Fossil fuels,On-grid,647.0,387.0,68.0,80.0,124.0,88.0,320.0,350.0,640.0,1021.0,1348.0,1507.099
1013,Tajikistan,Renewable hydropower,On-grid,15800.0,15900.0,16400.0,16200.0,16900.0,17071.0,16312.0,16900.0,16624.0,17133.2,18394.4,19169.1
1014,Thailand,Biogas,On-grid,39.0,83.0,214.0,302.0,290.19,382.515,487.988,1044.653,1101.059,683.194,2328.716,2650.119
1015,Thailand,Fossil fuels,On-grid,137699.0,138159.0,150573.0,143437.0,157499.117,155713.633,153532.525,161544.793,149124.094,149445.814,144581.119,149841.714
1016,Thailand,Geothermal energy,On-grid,1.0,1.0,2.0,1.0,0.869,1.251,1.0,1.0,1.0,1.0,1.0,1.0
1017,Thailand,On-grid Solar photovoltaic,On-grid,38.88,44.4,58.32,94.44,493.0,1252.0,1928.0,2378.0,3377.0,4543.0,4537.0,5146.0
